C_YEAR,C_MNTH,C_WDAY,C_HOUR,C_SEV,C_VEHS,C_CONF,C_RCFG,C_WTHR,C_RSUR,C_RALN,C_TRAF,V_ID,V_TYPE,V_YEAR,P_ID,P_SEX,P_AGE,P_PSN,P_ISEV,P_SAFE,P_USER,C_CASE
2011,9,1,13,2,1,QQ,UU,1,6,4,18,1,1,UUUU,1,F,55,11,2,2,1,1730716
2011,9,1,0,2,UU,4,2,1,1,2,18,1,UU,NNNN,1,M,20,11,2,2,U,1730737
2011,9,1,0,2,UU,4,2,1,1,2,18,1,UU,NNNN,2,F,17,13,2,2,U,1730737
2011,9,1,0,2,UU,4,2,1,1,2,18,2,1,UUUU,1,M,20,11,1,NN,1,1730737
2011,9,1,17,2,2,2,2,1,1,2,18,1,1,UUUU,1,F,32,11,2,2,1,1730742
2011,9,1,17,2,2,2,2,1,1,2,18,2,1,UUUU,1,F,35,11,1,NN,1,1730742
2011,9,1,12,2,2,35,2,1,1,6,18,1,1,UUUU,1,M,53,11,2,2,1,1730768
2011,9,1,12,2,2,35,2,1,1,6,18,1,1,UUUU,2,M,70,11,2,2,1,1730768
2011,9,1,12,2,2,35,2,1,1,6,18,1,1,UUUU,3,F,47,13,2,2,2,1730768
2011,9,1,13,2,1,UU,UU,1,6,2,UU,1,14,UUUU,1,M,NN,11,2,9,5,1730870
2011,9,1,0,2,1,4,UU,3,2,2,18,1,1,UUUU,1,M,NN,11,2,NN,1,1731123
2011,9,1,20,1,1,UU,UU,1,1,1,UU,1,1,UUUU,1,F,19,11,1,NN,1,1731142
2011,9,1,20,1,1,UU,UU,1,1,1,UU,99,NN,NNNN,1,M,79,99,3,13,3,1731142
2011,9,1,14,2,2,35,2,1,1,1,3,1,20,UUUU,1,M,43,11,1,NN,U,1731149
2011,9,1,14,2,2,35,2,1,1,1,3,2,1,UUUU,1,M,34,11,2,NN,1,1731149
2011,9,1,17,2,1,35,2,1,1,2,18,1,5,2000,1,N,NN,NN,N,NN,U,1731179
2011,9,1,17,2,1,35,2,1,1,2,18,2,UU,NNNN,1,F,49,11,2,NN,U,1731179
2011,9,1,17,2,1,35,2,1,1,2,18,3,1,UUUU,1,F,63,11,1,NN,1,1731179
2011,9,1,17,2,1,UU,2,1,1,3,UU,1,1,UUUU,1,M,51,11,2,NN,1,1731195
2011,9,1,14,2,1,QQ,UU,1,1,2,UU,1,5,UUUU,1,M,69,11,1,NN,1,1731583
2011,9,1,14,2,1,QQ,UU,1,1,2,UU,99,NN,NNNN,1,M,61,99,2,NN,3,1731583
2011,9,1,14,1,2,35,2,3,2,1,18,1,1,UUUU,1,F,16,13,3,NN,2,1731607
2011,9,1,14,1,2,35,2,3,2,1,18,1,1,UUUU,2,M,22,11,1,NN,1,1731607
2011,9,1,14,1,2,35,2,3,2,1,18,2,1,UUUU,1,M,31,11,1,NN,1,1731607
2011,9,1,9,2,1,3,UU,3,2,1,18,1,1,UUUU,1,F,21,11,1,NN,1,1731856
2011,9,1,9,2,1,3,UU,3,2,1,18,99,NN,NNNN,1,F,41,99,2,NN,3,1731856
2011,9,1,22,2,1,4,2,1,1,1,UU,1,1,UUUU,1,M,25,11,2,2,1,1731877
2011,9,1,22,2,1,4,2,1,1,1,UU,1,1,UUUU,2,F,24,13,2,2,2,1731877
2011,9,1,18,2,2,2,UU,1,1,3,18,1,1,UUUU,1,F,17,11,1,NN,1,1731880
2011,9,1,18,2,2,2,UU,1,1,3,18,2,1,UUUU,1,F,41,13,2,2,2,1731880
2011,9,1,18,2,2,2,UU,1,1,3,18,2,1,UUUU,2,F,21,11,1,NN,1,1731880
2011,9,1,20,2,2,22,2,1,1,1,10,1,7,UUUU,1,M,52,11,1,NN,1,1731928
2011,9,1,20,2,2,22,2,1,1,1,10,2,1,UUUU,1,F,47,11,2,2,1,1731928
2011,9,1,20,2,2,21,UU,2,2,3,4,1,1,UUUU,1,F,41,11,2,2,1,1732033
2011,9,1,20,2,2,21,UU,2,2,3,4,2,1,UUUU,1,F,23,11,1,NN,1,1732033
2011,9,1,18,2,2,21,UU,2,1,2,1,1,1,UUUU,1,F,37,11,2,2,1,1732048
2011,9,1,18,2,2,21,UU,2,1,2,1,2,1,UUUU,1,F,20,11,1,NN,1,1732048
