C_YEAR,C_MNTH,C_WDAY,C_HOUR,C_SEV,C_VEHS,C_CONF,C_RCFG,C_WTHR,C_RSUR,C_RALN,C_TRAF,V_ID,V_TYPE,V_YEAR,P_ID,P_SEX,P_AGE,P_PSN,P_ISEV,P_SAFE,P_USER,C_CASE
2010,12,1,17,2,1,3,2,4,4,1,UU,1,1,UUUU,1,M,17,13,2,2,2,1605187
2010,12,1,17,2,1,3,2,4,4,1,UU,1,1,UUUU,2,F,39,11,1,NN,1,1605187
2010,12,1,21,1,1,4,2,2,6,4,18,1,1,UUUU,1,M,11,11,3,1,1,1605260
2010,12,1,21,1,1,4,2,2,6,4,18,1,1,UUUU,2,M,36,13,2,2,2,1605260
2010,12,1,21,1,1,4,2,2,6,4,18,1,1,UUUU,3,M,31,23,2,2,2,1605260
2010,12,1,12,2,2,21,UU,1,2,1,UU,1,1,UUUU,1,M,61,11,2,2,1,1605269
2010,12,1,12,2,2,21,UU,1,2,1,UU,2,1,UUUU,1,M,19,11,1,NN,1,1605269
2010,12,1,14,2,2,21,2,1,5,1,3,1,1,UUUU,1,M,16,11,1,NN,1,1605398
2010,12,1,14,2,2,21,2,1,5,1,3,2,1,UUUU,1,F,22,11,2,2,1,1605398
2010,12,1,19,2,1,4,UU,1,1,3,18,1,1,UUUU,1,F,16,22,2,NN,2,1605422
2010,12,1,19,2,1,4,UU,1,1,3,18,1,1,UUUU,2,F,17,11,1,NN,1,1605422
2010,12,1,18,2,2,21,2,1,1,3,4,1,1,UUUU,1,M,19,11,2,2,1,1605453
2010,12,1,18,2,2,21,2,1,1,3,4,2,1,UUUU,1,F,22,11,1,NN,1,1605453
2010,12,1,21,2,2,35,UU,3,2,1,3,1,UU,NNNN,1,F,18,11,2,2,U,1605531
2010,12,1,21,2,2,35,UU,3,2,1,3,2,1,UUUU,1,F,18,11,1,NN,1,1605531
2010,12,1,21,2,2,35,UU,3,2,1,3,3,1,UUUU,1,M,48,11,1,NN,1,1605531
2010,12,1,7,2,1,QQ,UU,3,2,1,UU,1,1,UUUU,1,M,54,11,1,NN,1,1605639
2010,12,1,7,2,1,QQ,UU,3,2,1,UU,99,NN,NNNN,1,M,78,99,2,13,3,1605639
