C_YEAR,C_MNTH,C_WDAY,C_HOUR,C_SEV,C_VEHS,C_CONF,C_RCFG,C_WTHR,C_RSUR,C_RALN,C_TRAF,V_ID,V_TYPE,V_YEAR,P_ID,P_SEX,P_AGE,P_PSN,P_ISEV,P_SAFE,P_USER,C_CASE
2010,4,1,17,2,1,2,UU,U,1,1,18,1,1,UUUU,1,M,45,11,1,NN,1,1605096
2010,4,1,17,2,1,2,UU,U,1,1,18,99,NN,NNNN,1,M,3,99,2,NN,3,1605096
2010,4,1,3,2,1,4,8,3,2,4,10,1,8,UUUU,1,M,36,11,2,2,1,1605424
2010,4,1,3,2,1,4,8,3,2,4,10,1,8,UUUU,2,F,37,13,2,2,2,1605424
2010,4,1,16,2,3,QQ,UU,1,1,2,UU,1,1,2000,1,N,NN,11,1,NN,1,1605446
2010,4,1,16,2,3,QQ,UU,1,1,2,UU,2,5,UUUU,1,F,32,11,1,NN,1,1605446
2010,4,1,16,2,3,QQ,UU,1,1,2,UU,3,1,UUUU,1,F,NN,23,2,2,2,1605446
2010,4,1,16,2,3,QQ,UU,1,1,2,UU,3,1,UUUU,2,F,32,11,1,NN,1,1605446
2010,4,1,16,2,3,QQ,UU,1,1,2,UU,4,1,UUUU,1,M,NN,12,2,2,2,1605446
2010,4,1,16,2,3,QQ,UU,1,1,2,UU,4,1,UUUU,2,F,20,11,1,NN,1,1605446
2010,4,1,13,2,2,33,2,1,1,1,18,1,1,UUUU,1,F,47,11,2,2,1,1605553
2010,4,1,13,2,2,33,2,1,1,1,18,2,1,UUUU,1,F,49,11,1,NN,1,1605553
2010,4,1,14,2,2,21,2,2,1,1,4,1,1,UUUU,1,M,42,11,1,NN,1,1605554
2010,4,1,14,2,2,21,2,2,1,1,4,2,1,UUUU,1,M,42,11,2,2,1,1605554
2010,4,1,12,2,2,35,2,3,2,1,18,1,1,UUUU,1,F,23,11,2,2,1,1605573
2010,4,1,12,2,2,35,2,3,2,1,18,2,1,UUUU,1,F,37,11,1,NN,1,1605573
2010,4,1,15,2,2,21,UU,3,2,1,10,1,5,UUUU,1,F,26,11,1,NN,1,1605598
2010,4,1,15,2,2,21,UU,3,2,1,10,2,1,UUUU,1,F,48,11,2,2,1,1605598
2010,4,1,13,2,2,21,UU,1,1,1,18,1,1,UUUU,1,M,44,11,2,UU,1,1605762
2010,4,1,13,2,2,21,UU,1,1,1,18,2,1,UUUU,1,M,43,11,1,NN,1,1605762
2010,4,1,16,2,3,UU,UU,2,2,1,1,1,1,UUUU,1,F,16,13,2,2,2,1606090
2010,4,1,16,2,3,UU,UU,2,2,1,1,1,1,UUUU,2,M,18,11,1,NN,1,1606090
2010,4,1,16,2,3,UU,UU,2,2,1,1,2,NN,2000,1,N,NN,11,1,NN,U,1606090
2010,4,1,16,2,3,UU,UU,2,2,1,1,3,1,UUUU,1,M,43,11,1,NN,1,1606090
2010,4,1,16,2,3,UU,UU,2,2,1,1,4,1,UUUU,1,F,33,11,1,NN,1,1606090
2010,4,1,20,1,2,33,2,1,1,1,1,1,1,2002,1,M,18,11,1,2,1,1606842
2010,4,1,20,1,2,33,2,1,1,1,1,2,14,2007,2,M,54,11,3,9,5,1606842
